1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 8.721066039805817738e+00
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 8.721066039805835501e+00
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 9.973610520973018367e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.391436822620059965e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.391436822620055302e+00
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.030640669671033294e+00
1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.154785505643294297e+00
1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.154785505643293186e+00
1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.588358142366642856e+00
1.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 1.090092049510038352e+00
1.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 1.090092049509995498e+00
1.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 1.385440919936979487e+00
1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 1.083474390598619053e+00
1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 1.083474390598640813e+00
1.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 1.315004762718287923e+00
1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 1.071558743474007480e+00
1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 1.071558743474051667e+00
1.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 1.250839158800711726e+00
1.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 1.064831466394950077e+00
1.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 1.064831466394950077e+00
1.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 1.206874123441810331e+00
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.295156534039170104e+01
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.295156534039171348e+01
1.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 1.575457954931439097e+01
1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 2.827229347147842464e+00
1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 2.827229347147844241e+00
1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 3.898437724161975648e+00
1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.441153416157562539e+00
1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.441153416157567868e+00
1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 3.285908023396520772e+00
1.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 2.314244942672806005e+00
1.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 2.314244942672715410e+00
1.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 2.840955651053841180e+00
1.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 2.214785251528147647e+00
1.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 2.214785251528152976e+00
1.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 2.641062093126121280e+00
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 2.168128734159320725e+00
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 2.168128734159326498e+00
1.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 2.557795309340491485e+00
1.000000000000000000e+00 2.000000000000000000e+00 6.000000000000000000e+00 2.150189680432712525e+00
1.000000000000000000e+00 2.000000000000000000e+00 6.000000000000000000e+00 2.150189680432282646e+00
1.000000000000000000e+00 2.000000000000000000e+00 6.000000000000000000e+00 2.489560211174239868e+00
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.936214865024039966e+01
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.936214865024036769e+01
2.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 2.125686014544628932e+01
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.685660541158746195e+00
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 2.685660541158736425e+00
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.541176291426700207e+00
2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.927530629143353158e+00
2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 1.927530629143344720e+00
2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 2.749207157013327407e+00
2.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 1.592064687940333512e+00
2.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 1.592064687940321521e+00
2.000000000000000000e+00 1.000000000000000000e+00 3.000000000000000000e+00 2.353425387277539471e+00
2.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 1.391637249973860957e+00
2.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 1.391637249973858070e+00
2.000000000000000000e+00 1.000000000000000000e+00 4.000000000000000000e+00 2.030806932236455697e+00
2.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 1.293020969137893772e+00
2.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 1.293020969137909537e+00
2.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 1.938391822631484018e+00
2.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 1.267306452624775481e+00
2.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 1.267306452623662816e+00
2.000000000000000000e+00 1.000000000000000000e+00 6.000000000000000000e+00 1.857496899780124444e+00
2.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 2.567031766252490144e+01
2.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 2.567031766252490144e+01
2.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 3.119229074107029831e+01
2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 4.408400714480704252e+00
2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 4.408400714480706917e+00
2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 5.445781044529551806e+00
2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.420536134944198636e+01
2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.554065114830051542e+01
2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 2.672836733584748004e+01
2.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 3.042274790953495067e+00
2.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 3.042274790953501729e+00
2.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 4.079310638797057464e+00
2.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 2.827318339462253860e+00
2.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 2.827318339462253416e+00
2.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 3.898521260937636956e+00
2.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 2.694375045473250019e+00
2.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 2.694375045473243357e+00
2.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 3.756768769519498896e+00
